Documento;Hora_completa;;Hora;Habitat;Indice;Valor;;;;;
CACAO2-__0__20200309_171257.wav;171257.wav;17;17;Marino;ACI;613,15;;;;;
CACAO2-__0__20200309_191457.wav;191457.wav;19;19;Marino;ACI;601,19;;;;;
CACAO2-__0__20200309_211657.wav;211657.wav;21;21;Marino;ACI;626,90;;;;;
CACAO2-__0__20200309_231857.wav;231857.wav;23;23;Marino;ACI;613,84;;;;;
CERRO2__0__20200108_104217.wav;104217.wav;10;10;Bosque;ACI;2989,67;;;;;
CERRO2__0__20200108_125217.wav;125217.wav;12;12;Bosque;ACI;2999,37;;;;;
CERRO2__0__20200108_150217.wav;150217.wav;15;15;Bosque;ACI;3014,74;;;;;
CERRO2__0__20200108_171217.wav;171217.wav;17;17;Bosque;ACI;2983,90;;;;;
CERRO2__0__20200108_192217.wav;192217.wav;19;19;Bosque;ACI;3016,77;;;;;
CERRO2__0__20200108_213217.wav;213217.wav;21;21;Bosque;ACI;2956,74;;;;;
CERRO2__0__20200108_234217.wav;234217.wav;23;23;Bosque;ACI;2957,34;;;;;
CERRO2__0__20200109_015217.wav;015217.wav;01;1;Bosque;ACI;2950,47;;;;;
CERRO2__0__20200109_040217.wav;040217.wav;04;4;Bosque;ACI;2946,51;;;;;
CERRO2__0__20200109_061217.wav;061217.wav;06;6;Bosque;ACI;3078,94;;;;;
CERRO2__0__20200109_082217.wav;082217.wav;08;8;Bosque;ACI;2990,50;;;;;
CERRO2__0__20200109_103217.wav;103217.wav;10;10;Bosque;ACI;2919,51;;;;;
CERRO2__0__20200109_124217.wav;124217.wav;12;12;Bosque;ACI;3009,33;;;;;
CERRO2__0__20200109_145217.wav;145217.wav;14;14;Bosque;ACI;2996,76;;;;;
CERRO2__0__20200109_170217.wav;170217.wav;17;17;Bosque;ACI;2982,84;;;;;
CERRO2__0__20200109_191217.wav;191217.wav;19;19;Bosque;ACI;2968,83;;;;;
CERRO2__0__20200109_212217.wav;212217.wav;21;21;Bosque;ACI;2984,03;;;;;
CERRO2__0__20200109_233217.wav;233217.wav;23;23;Bosque;ACI;2975,03;;;;;
CERRO2__0__20200110_014217.wav;014217.wav;01;1;Bosque;ACI;2982,19;;;;;
CERRO2__0__20200110_035217.wav;035217.wav;03;3;Bosque;ACI;2991,09;;;;;
CERRO2__0__20200110_060217.wav;060217.wav;06;6;Bosque;ACI;3041,39;;;;;
CERRO2__0__20200110_081217.wav;081217.wav;08;8;Bosque;ACI;3000,14;;;;;
CERRO2__0__20200110_102217.wav;102217.wav;10;10;Bosque;ACI;2976,10;;;;;
CERRO2__0__20200110_123217.wav;123217.wav;12;12;Bosque;ACI;2934,00;;;;;
CERRO2__0__20200110_144217.wav;144217.wav;14;14;Bosque;ACI;2976,47;;;;;
CERRO2__0__20200110_165217.wav;165217.wav;16;16;Bosque;ACI;3126,08;;;;;
CERRO2__0__20200110_190217.wav;190217.wav;19;19;Bosque;ACI;2999,30;;;;;
CERRO2__0__20200110_211217.wav;211217.wav;21;21;Bosque;ACI;2990,67;;;;;
CERRO2__0__20200110_232217.wav;232217.wav;23;23;Bosque;ACI;2963,01;;;;;
CERRO2__0__20200111_013217.wav;013217.wav;01;1;Bosque;ACI;2969,85;;;;;
CERRO2__0__20200111_034217.wav;034217.wav;03;3;Bosque;ACI;2988,21;;;;;
CERRO2__0__20200111_055217.wav;055217.wav;05;5;Bosque;ACI;3066,91;;;;;
CERRO2__0__20200111_080217.wav;080217.wav;08;8;Bosque;ACI;3043,08;;;;;
CERRO2__0__20200111_101217.wav;101217.wav;10;10;Bosque;ACI;2977,62;;;;;
CERRO2__0__20200111_122217.wav;122217.wav;12;12;Bosque;ACI;2989,22;;;;;
CERRO2__0__20200111_143217.wav;143217.wav;14;14;Bosque;ACI;2981,76;;;;;
CERRO2__0__20200111_164217.wav;164217.wav;16;16;Bosque;ACI;3174,82;;;;;
CERRO2__0__20200111_185217.wav;185217.wav;18;18;Bosque;ACI;2980,36;;;;;
CERRO2__0__20200111_210217.wav;210217.wav;21;21;Bosque;ACI;2973,21;;;;;
CERRO2__0__20200111_231217.wav;231217.wav;23;23;Bosque;ACI;2974,90;;;;;
CERRO2__0__20200112_012217.wav;012217.wav;01;1;Bosque;ACI;2980,06;;;;;
CERRO2__0__20200112_033217.wav;033217.wav;03;3;Bosque;ACI;2972,51;;;;;
CERRO2__0__20200112_054217.wav;054217.wav;05;5;Bosque;ACI;3100,01;;;;;
CERRO2__0__20200112_075217.wav;075217.wav;07;7;Bosque;ACI;2995,81;;;;;
CERRO2__0__20200112_100217.wav;100217.wav;10;10;Bosque;ACI;2951,56;;;;;
CERRO2__0__20200112_121217.wav;121217.wav;12;12;Bosque;ACI;2984,24;;;;;
CERRO2__0__20200112_142217.wav;142217.wav;14;14;Bosque;ACI;2992,29;;;;;
CERRO2__0__20200112_163217.wav;163217.wav;16;16;Bosque;ACI;2990,54;;;;;
CERRO2__0__20200112_184217.wav;184217.wav;18;18;Bosque;ACI;2979,91;;;;;
CERRO2__0__20200112_205217.wav;205217.wav;20;20;Bosque;ACI;2973,03;;;;;
CERRO2__0__20200112_230217.wav;230217.wav;23;23;Bosque;ACI;2978,54;;;;;
CERRO2__0__20200113_011217.wav;011217.wav;01;1;Bosque;ACI;2974,82;;;;;
CERRO2__0__20200113_032217.wav;032217.wav;03;3;Bosque;ACI;2981,81;;;;;
CERRO2__0__20200113_053217.wav;053217.wav;05;5;Bosque;ACI;3079,25;;;;;
CERRO2__0__20200113_074217.wav;074217.wav;07;7;Bosque;ACI;3051,76;;;;;
CERRO2__0__20200113_095217.wav;095217.wav;09;9;Bosque;ACI;2948,62;;;;;
CERRO2__0__20200113_120217.wav;120217.wav;12;12;Bosque;ACI;2951,49;;;;;
CERRO2__0__20200113_141217.wav;141217.wav;14;14;Bosque;ACI;2999,15;;;;;
CERRO2__0__20200113_162217.wav;162217.wav;16;16;Bosque;ACI;2996,09;;;;;
CERRO2__0__20200113_183217.wav;183217.wav;18;18;Bosque;ACI;2977,44;;;;;
CERRO2__0__20200113_204217.wav;204217.wav;20;20;Bosque;ACI;2984,31;;;;;
CERRO2__0__20200113_225217.wav;225217.wav;22;22;Bosque;ACI;2944,84;;;;;
CERRO2__0__20200114_010217.wav;010217.wav;01;1;Bosque;ACI;2952,85;;;;;
CERRO2__0__20200114_031217.wav;031217.wav;03;3;Bosque;ACI;3000,20;;;;;
CERRO2__0__20200114_052217.wav;052217.wav;05;5;Bosque;ACI;3070,44;;;;;
CERRO2__0__20200114_073217.wav;073217.wav;07;7;Bosque;ACI;3058,00;;;;;
CERRO2__0__20200114_094217.wav;094217.wav;09;9;Bosque;ACI;3003,20;;;;;
CERRO2__0__20200114_115217.wav;115217.wav;11;11;Bosque;ACI;2992,15;;;;;
CERRO2__0__20200114_140217.wav;140217.wav;14;14;Bosque;ACI;2997,84;;;;;
CERRO2__0__20200114_161217.wav;161217.wav;16;16;Bosque;ACI;3013,99;;;;;
CERRO2__0__20200114_182217.wav;182217.wav;18;18;Bosque;ACI;2961,33;;;;;
CERRO2__0__20200114_203217.wav;203217.wav;20;20;Bosque;ACI;2966,82;;;;;
CERRO2__0__20200114_224217.wav;224217.wav;22;22;Bosque;ACI;2972,10;;;;;
CERRO2__0__20200115_005217.wav;005217.wav;00;0;Bosque;ACI;2972,30;;;;;
CERRO2__0__20200115_030217.wav;030217.wav;03;3;Bosque;ACI;2987,08;;;;;
CERRO2__0__20200115_051217.wav;051217.wav;05;5;Bosque;ACI;3017,95;;;;;
CERRO2__0__20200115_072217.wav;072217.wav;07;7;Bosque;ACI;3080,91;;;;;
CERRO2__0__20200115_093217.wav;093217.wav;09;9;Bosque;ACI;2986,22;;;;;
CERRO2__0__20200115_114217.wav;114217.wav;11;11;Bosque;ACI;3029,22;;;;;
CERRO2__0__20200115_135217.wav;135217.wav;13;13;Bosque;ACI;2967,79;;;;;
CERRO2__0__20200115_160217.wav;160217.wav;16;16;Bosque;ACI;3016,65;;;;;
CERRO2__0__20200115_181217.wav;181217.wav;18;18;Bosque;ACI;3030,19;;;;;
CERRO2__0__20200115_202217.wav;202217.wav;20;20;Bosque;ACI;3073,70;;;;;
CERRO2__0__20200115_223217.wav;223217.wav;22;22;Bosque;ACI;2996,16;;;;;
CERRO03__0__20200313_193258.wav;193258.wav;19;19;Bosque;ACI;2947,61;;;;;
CERRO03__0__20200313_214258.wav;214258.wav;21;21;Bosque;ACI;2936,56;;;;;
CERRO03__0__20200313_235258.wav;235258.wav;23;23;Bosque;ACI;2952,27;;;;;
CERRO03__0__20200314_020258.wav;020258.wav;02;2;Bosque;ACI;2991,71;;;;;
CERRO03__0__20200314_041258.wav;041258.wav;04;4;Bosque;ACI;2987,54;;;;;
CERRO03__0__20200314_062258.wav;062258.wav;06;6;Bosque;ACI;3066,41;;;;;
CERRO03__0__20200314_083258.wav;083258.wav;08;8;Bosque;ACI;3024,22;;;;;
CERRO03__0__20200314_104258.wav;104258.wav;10;10;Bosque;ACI;3052,10;;;;;
CERRO03__0__20200314_125258.wav;125258.wav;12;12;Bosque;ACI;3042,09;;;;;
CERRO03__0__20200314_150258.wav;150258.wav;15;15;Bosque;ACI;3022,46;;;;;
CERRO03__0__20200314_171258.wav;171258.wav;17;17;Bosque;ACI;3069,51;;;;;
CERRO03__0__20200314_192258.wav;192258.wav;19;19;Bosque;ACI;2957,28;;;;;
CERRO03__0__20200314_213258.wav;213258.wav;21;21;Bosque;ACI;2935,38;;;;;
CERRO03__0__20200314_234258.wav;234258.wav;23;23;Bosque;ACI;2924,80;;;;;
CERRO03__0__20200315_015258.wav;015258.wav;01;1;Bosque;ACI;2960,16;;;;;
CERRO03__0__20200315_040258.wav;040258.wav;04;4;Bosque;ACI;2997,08;;;;;
CERRO03__0__20200315_061258.wav;061258.wav;06;6;Bosque;ACI;3076,93;;;;;
CERRO03__0__20200315_082258.wav;082258.wav;08;8;Bosque;ACI;3082,71;;;;;
CERRO03__0__20200315_103258.wav;103258.wav;10;10;Bosque;ACI;3060,44;;;;;
CERRO03__0__20200315_124258.wav;124258.wav;12;12;Bosque;ACI;3078,47;;;;;
CERRO03__0__20200315_145258.wav;145258.wav;14;14;Bosque;ACI;3051,82;;;;;
CERRO03__0__20200315_170258.wav;170258.wav;17;17;Bosque;ACI;3058,94;;;;;
CERRO03__0__20200315_191258.wav;191258.wav;19;19;Bosque;ACI;3033,78;;;;;
CERRO03__0__20200315_212258.wav;212258.wav;21;21;Bosque;ACI;2972,76;;;;;
CERRO03__0__20200315_233258.wav;233258.wav;23;23;Bosque;ACI;2946,54;;;;;
CERRO03__0__20200316_014258.wav;014258.wav;01;1;Bosque;ACI;2971,03;;;;;
CERRO03__0__20200316_035258.wav;035258.wav;03;3;Bosque;ACI;3035,82;;;;;
CERRO03__0__20200316_060258.wav;060258.wav;06;6;Bosque;ACI;3066,78;;;;;
CERRO03__0__20200316_081258.wav;081258.wav;08;8;Bosque;ACI;3127,48;;;;;
CERRO03__0__20200316_102258.wav;102258.wav;10;10;Bosque;ACI;3012,14;;;;;
CERRO03__0__20200316_123258.wav;123258.wav;12;12;Bosque;ACI;3183,86;;;;;
CERRO03__0__20200316_144258.wav;144258.wav;14;14;Bosque;ACI;3054,79;;;;;
CERRO03__0__20200316_165258.wav;165258.wav;16;16;Bosque;ACI;3038,59;;;;;
CERRO03__0__20200316_190258.wav;190258.wav;19;19;Bosque;ACI;3213,73;;;;;
CERRO03__0__20200316_211258.wav;211258.wav;21;21;Bosque;ACI;3000,31;;;;;
CERRO03__0__20200316_232258.wav;232258.wav;23;23;Bosque;ACI;2954,60;;;;;
CERRO03__0__20200317_013258.wav;013258.wav;01;1;Bosque;ACI;2975,06;;;;;
CERRO03__0__20200317_034258.wav;034258.wav;03;3;Bosque;ACI;3004,99;;;;;
CERRO03__0__20200317_055258.wav;055258.wav;05;5;Bosque;ACI;3082,25;;;;;
CERRO03__0__20200317_080258.wav;080258.wav;08;8;Bosque;ACI;3063,77;;;;;
CERRO03__0__20200317_101258.wav;101258.wav;10;10;Bosque;ACI;3130,03;;;;;
CERRO03__0__20200317_122258.wav;122258.wav;12;12;Bosque;ACI;3052,15;;;;;
CERRO03__0__20200317_143258.wav;143258.wav;14;14;Bosque;ACI;3037,10;;;;;
CERRO03__0__20200317_164258.wav;164258.wav;16;16;Bosque;ACI;3076,95;;;;;
CERRO03__0__20200317_185258.wav;185258.wav;18;18;Bosque;ACI;2953,76;;;;;
CERRO03__0__20200317_210258.wav;210258.wav;21;21;Bosque;ACI;2968,51;;;;;
CERRO03__0__20200317_231258.wav;231258.wav;23;23;Bosque;ACI;2944,24;;;;;
CERRO03__0__20200318_012258.wav;012258.wav;01;1;Bosque;ACI;2959,77;;;;;
CERRO03__0__20200318_033258.wav;033258.wav;03;3;Bosque;ACI;2989,29;;;;;
CERRO03__0__20200318_054258.wav;054258.wav;05;5;Bosque;ACI;3194,10;;;;;
CERRO03__0__20200318_075258.wav;075258.wav;07;7;Bosque;ACI;3083,35;;;;;
CERRO03__0__20200318_100258.wav;100258.wav;10;10;Bosque;ACI;3043,51;;;;;
CERRO03__0__20200318_121258.wav;121258.wav;12;12;Bosque;ACI;3045,65;;;;;
CERRO03__0__20200318_142258.wav;142258.wav;14;14;Bosque;ACI;3067,15;;;;;
CERRO03__0__20200318_163258.wav;163258.wav;16;16;Bosque;ACI;3100,05;;;;;
CERRO03__0__20200318_184258.wav;184258.wav;18;18;Bosque;ACI;2955,62;;;;;
CERRO03__0__20200318_205258.wav;205258.wav;20;20;Bosque;ACI;2944,62;;;;;
CERRO03__0__20200318_230258.wav;230258.wav;23;23;Bosque;ACI;2934,71;;;;;
CERRO03__0__20200319_011258.wav;011258.wav;01;1;Bosque;ACI;2976,81;;;;;
CERRO03__0__20200319_032258.wav;032258.wav;03;3;Bosque;ACI;2972,69;;;;;
CERRO03__0__20200319_053258.wav;053258.wav;05;5;Bosque;ACI;3057,48;;;;;
CERRO03__0__20200319_074258.wav;074258.wav;07;7;Bosque;ACI;3098,46;;;;;
CERRO03__0__20200319_095258.wav;095258.wav;09;9;Bosque;ACI;3062,34;;;;;
CERRO03__0__20200319_120258.wav;120258.wav;12;12;Bosque;ACI;3049,56;;;;;
CERRO03__0__20200319_141258.wav;141258.wav;14;14;Bosque;ACI;3066,84;;;;;
CERRO03__0__20200319_162258.wav;162258.wav;16;16;Bosque;ACI;3044,19;;;;;
CERRO03__0__20200319_183258.wav;183258.wav;18;18;Bosque;ACI;3261,70;;;;;
CERRO03__0__20200319_204258.wav;204258.wav;20;20;Bosque;ACI;3002,38;;;;;
CERRO03__0__20200319_225258.wav;225258.wav;22;22;Bosque;ACI;2983,04;;;;;
CERRO03__0__20200320_010258.wav;010258.wav;01;1;Bosque;ACI;2952,80;;;;;
CERRO03__0__20200320_031258.wav;031258.wav;03;3;Bosque;ACI;2960,76;;;;;
CERRO03__0__20200320_052258.wav;052258.wav;05;5;Bosque;ACI;3043,49;;;;;
CERRO03__0__20200320_073258.wav;073258.wav;07;7;Bosque;ACI;3140,32;;;;;
CERRO03__0__20200320_094258.wav;094258.wav;09;9;Bosque;ACI;3035,84;;;;;
CERRO03__0__20200320_115258.wav;115258.wav;11;11;Bosque;ACI;3100,09;;;;;
CERRO03__0__20200320_140258.wav;140258.wav;14;14;Bosque;ACI;3048,79;;;;;
CERRO03__0__20200320_161258.wav;161258.wav;16;16;Bosque;ACI;3076,05;;;;;
CERRO03__0__20200320_182258.wav;182258.wav;18;18;Bosque;ACI;3244,83;;;;;
CERRO03__0__20200320_203258.wav;203258.wav;20;20;Bosque;ACI;2985,54;;;;;
CERRO03__0__20200320_224258.wav;224258.wav;22;22;Bosque;ACI;2927,71;;;;;
CLARO2__0__20200205_121728.wav;121728.wav;12;12;Bosque;ACI;2715,23;;;;;
CLARO2__0__20200205_142728.wav;142728.wav;14;14;Bosque;ACI;2989,83;;;;;
CLARO2__0__20200205_163728.wav;163728.wav;16;16;Bosque;ACI;3056,61;;;;;
CLARO2__0__20200205_184728.wav;184728.wav;18;18;Bosque;ACI;2977,18;;;;;
CLARO2__0__20200205_205728.wav;205728.wav;20;20;Bosque;ACI;2987,74;;;;;
CLARO2__0__20200205_230728.wav;230728.wav;23;23;Bosque;ACI;2953,82;;;;;
CLARO2__0__20200206_011728.wav;011728.wav;01;1;Bosque;ACI;2964,39;;;;;
CLARO2__0__20200206_032728.wav;032728.wav;03;3;Bosque;ACI;3000,11;;;;;
CLARO2__0__20200206_053728.wav;053728.wav;05;5;Bosque;ACI;3070,51;;;;;
CLARO2__0__20200206_074728.wav;074728.wav;07;7;Bosque;ACI;2978,20;;;;;
CLARO2__0__20200206_095728.wav;095728.wav;09;9;Bosque;ACI;2833,51;;;;;
CLARO2__0__20200206_120728.wav;120728.wav;12;12;Bosque;ACI;2891,00;;;;;
CLARO2__0__20200206_141728.wav;141728.wav;14;14;Bosque;ACI;2933,33;;;;;
CLARO2__0__20200206_162728.wav;162728.wav;16;16;Bosque;ACI;2998,82;;;;;
CLARO2__0__20200206_183728.wav;183728.wav;18;18;Bosque;ACI;2980,98;;;;;
CLARO2__0__20200206_204728.wav;204728.wav;20;20;Bosque;ACI;2962,84;;;;;
CLARO2__0__20200206_225728.wav;225728.wav;22;22;Bosque;ACI;2941,96;;;;;
CLARO2__0__20200207_010728.wav;010728.wav;01;1;Bosque;ACI;2946,79;;;;;
CLARO2__0__20200207_031728.wav;031728.wav;03;3;Bosque;ACI;2959,14;;;;;
CLARO2__0__20200207_052728.wav;052728.wav;05;5;Bosque;ACI;3074,69;;;;;
CLARO2__0__20200207_073728.wav;073728.wav;07;7;Bosque;ACI;2993,26;;;;;
CLARO2__0__20200207_094728.wav;094728.wav;09;9;Bosque;ACI;2830,90;;;;;
CLARO2__0__20200207_115728.wav;115728.wav;11;11;Bosque;ACI;2914,79;;;;;
CLARO2__0__20200207_140728.wav;140728.wav;14;14;Bosque;ACI;2976,69;;;;;
CLARO2__0__20200207_161728.wav;161728.wav;16;16;Bosque;ACI;3002,12;;;;;
CLARO2__0__20200207_182728.wav;182728.wav;18;18;Bosque;ACI;2974,75;;;;;
CLARO2__0__20200207_203728.wav;203728.wav;20;20;Bosque;ACI;3272,85;;;;;
CLARO2__0__20200207_224728.wav;224728.wav;22;22;Bosque;ACI;3051,69;;;;;
CLARO2__0__20200208_005728.wav;005728.wav;00;0;Bosque;ACI;2939,29;;;;;
CLARO2__0__20200208_030728.wav;030728.wav;03;3;Bosque;ACI;2922,52;;;;;
CLARO2__0__20200208_051728.wav;051728.wav;05;5;Bosque;ACI;3077,70;;;;;
CLARO2__0__20200208_072728.wav;072728.wav;07;7;Bosque;ACI;2973,69;;;;;
CLARO2__0__20200208_093728.wav;093728.wav;09;9;Bosque;ACI;2899,86;;;;;
CLARO2__0__20200208_114728.wav;114728.wav;11;11;Bosque;ACI;2977,23;;;;;
CLARO2__0__20200208_135728.wav;135728.wav;13;13;Bosque;ACI;2982,68;;;;;
CLARO2__0__20200208_160728.wav;160728.wav;16;16;Bosque;ACI;3196,52;;;;;
CLARO2__0__20200208_181728.wav;181728.wav;18;18;Bosque;ACI;2994,44;;;;;
CLARO2__0__20200208_202728.wav;202728.wav;20;20;Bosque;ACI;2963,36;;;;;
CLARO2__0__20200208_223728.wav;223728.wav;22;22;Bosque;ACI;2974,18;;;;;
CLARO2__0__20200209_004728.wav;004728.wav;00;0;Bosque;ACI;2963,77;;;;;
CLARO2__0__20200209_025728.wav;025728.wav;02;2;Bosque;ACI;2995,18;;;;;
CLARO2__0__20200209_050728.wav;050728.wav;05;5;Bosque;ACI;3085,93;;;;;
CLARO2__0__20200209_071728.wav;071728.wav;07;7;Bosque;ACI;3037,80;;;;;
CLARO2__0__20200209_092728.wav;092728.wav;09;9;Bosque;ACI;2952,48;;;;;
CLARO2__0__20200209_113728.wav;113728.wav;11;11;Bosque;ACI;2963,74;;;;;
CLARO2__0__20200209_134728.wav;134728.wav;13;13;Bosque;ACI;2975,61;;;;;
CLARO2__0__20200209_155728.wav;155728.wav;15;15;Bosque;ACI;2932,16;;;;;
CLARO2__0__20200209_180728.wav;180728.wav;18;18;Bosque;ACI;3003,53;;;;;
CLARO2__0__20200209_201728.wav;201728.wav;20;20;Bosque;ACI;2964,87;;;;;
CLARO2__0__20200209_222728.wav;222728.wav;22;22;Bosque;ACI;2944,80;;;;;
CLARO2__0__20200210_003728.wav;003728.wav;00;0;Bosque;ACI;2944,50;;;;;
CLARO2__0__20200210_024728.wav;024728.wav;02;2;Bosque;ACI;2966,96;;;;;
CLARO2__0__20200210_045728.wav;045728.wav;04;4;Bosque;ACI;3006,64;;;;;
CLARO2__0__20200210_070728.wav;070728.wav;07;7;Bosque;ACI;2996,34;;;;;
CLARO2__0__20200210_091728.wav;091728.wav;09;9;Bosque;ACI;3035,21;;;;;
CLARO2__0__20200210_112728.wav;112728.wav;11;11;Bosque;ACI;2838,76;;;;;
CLARO2__0__20200210_133728.wav;133728.wav;13;13;Bosque;ACI;2954,73;;;;;
CLARO2__0__20200210_154728.wav;154728.wav;15;15;Bosque;ACI;2979,70;;;;;
CLARO2__0__20200210_175728.wav;175728.wav;17;17;Bosque;ACI;2973,28;;;;;
CLARO2__0__20200210_200728.wav;200728.wav;20;20;Bosque;ACI;2964,55;;;;;
CLARO2__0__20200210_221728.wav;221728.wav;22;22;Bosque;ACI;2968,68;;;;;
CLARO2__0__20200211_002728.wav;002728.wav;00;0;Bosque;ACI;2958,42;;;;;
CLARO2__0__20200211_023728.wav;023728.wav;02;23;Bosque;ACI;2955,87;;;;;
CLARO2__0__20200211_044728.wav;044728.wav;04;4;Bosque;ACI;2959,71;;;;;
CLARO2__0__20200211_065728.wav;065728.wav;06;6;Bosque;ACI;3016,91;;;;;
CLARO2__0__20200211_090728.wav;090728.wav;09;9;Bosque;ACI;2933,79;;;;;
CLARO2__0__20200211_111728.wav;111728.wav;11;11;Bosque;ACI;2948,25;;;;;
CLARO2__0__20200211_132728.wav;132728.wav;13;13;Bosque;ACI;2979,30;;;;;
CLARO2__0__20200211_153728.wav;153728.wav;15;15;Bosque;ACI;2982,51;;;;;
CLARO2__0__20200211_174728.wav;174728.wav;17;17;Bosque;ACI;2977,54;;;;;
CLARO2__0__20200211_195728.wav;195728.wav;19;19;Bosque;ACI;2900,51;;;;;
CLARO2__0__20200211_220728.wav;220728.wav;22;22;Bosque;ACI;2967,87;;;;;
CLARO2__0__20200212_001728.wav;001728.wav;00;0;Bosque;ACI;2974,03;;;;;
CLARO2__0__20200212_022728.wav;022728.wav;02;2;Bosque;ACI;2958,21;;;;;
CLARO2__0__20200212_043728.wav;043728.wav;04;4;Bosque;ACI;3029,65;;;;;
CLARO2__0__20200212_064728.wav;064728.wav;06;6;Bosque;ACI;3052,84;;;;;
CLARO03__0__20210408_141813.wav;141813.wav;14;14;Bosque;ACI;3076,50;;;;;
CLARO03__0__20210408_162813.wav;162813.wav;16;16;Bosque;ACI;3059,24;;;;;
CLARO03__0__20210408_183813.wav;183813.wav;18;18;Bosque;ACI;3038,31;;;;;
CLARO03__0__20210408_204813.wav;204813.wav;20;20;Bosque;ACI;2984,75;;;;;
CLARO03__0__20210408_225813.wav;225813.wav;22;22;Bosque;ACI;2974,28;;;;;
CLARO03__0__20210409_010813.wav;010813.wav;01;1;Bosque;ACI;2992,70;;;;;
CLARO03__0__20210409_031813.wav;031813.wav;03;3;Bosque;ACI;3010,41;;;;;
CLARO03__0__20210409_052813.wav;052813.wav;05;5;Bosque;ACI;3074,24;;;;;
CLARO03__0__20210409_073813.wav;073813.wav;07;7;Bosque;ACI;2981,06;;;;;
CLARO03__0__20210409_094813.wav;094813.wav;09;9;Bosque;ACI;3068,92;;;;;
CLARO03__0__20210409_115813.wav;115813.wav;11;11;Bosque;ACI;3246,96;;;;;
CLARO03__0__20210409_140813.wav;140813.wav;14;14;Bosque;ACI;3128,94;;;;;
CLARO03__0__20210409_161813.wav;161813.wav;16;16;Bosque;ACI;3233,48;;;;;
CLARO03__0__20210409_182813.wav;182813.wav;18;18;Bosque;ACI;3398,20;;;;;
CLARO03__0__20210409_203813.wav;203813.wav;20;20;Bosque;ACI;3199,42;;;;;
CLARO03__0__20210409_224813.wav;224813.wav;22;22;Bosque;ACI;3267,71;;;;;
CLARO03__0__20210410_005813.wav;005813.wav;00;0;Bosque;ACI;3197,69;;;;;
CLARO03__0__20210410_030813.wav;030813.wav;03;3;Bosque;ACI;3034,69;;;;;
CLARO03__0__20210410_051813.wav;051813.wav;05;5;Bosque;ACI;3303,22;;;;;
CLARO03__0__20210410_072813.wav;072813.wav;07;7;Bosque;ACI;3230,33;;;;;
CLARO03__0__20210410_093813.wav;093813.wav;09;9;Bosque;ACI;3091,42;;;;;
CLARO03__0__20210410_114813.wav;114813.wav;11;11;Bosque;ACI;3024,93;;;;;
CLARO03__0__20210410_135813.wav;135813.wav;13;13;Bosque;ACI;3045,84;;;;;
CLARO03__0__20210410_160813.wav;160813.wav;16;16;Bosque;ACI;2997,32;;;;;
CLARO03__0__20210410_181813.wav;181813.wav;18;18;Bosque;ACI;3101,85;;;;;
CLARO03__0__20210410_202813.wav;202813.wav;20;20;Bosque;ACI;3003,94;;;;;
CLARO03__0__20210410_223813.wav;223813.wav;22;22;Bosque;ACI;2969,65;;;;;
CLARO03__0__20210411_004813.wav;004813.wav;00;0;Bosque;ACI;2991,96;;;;;
CLARO03__0__20210411_025813.wav;025813.wav;02;2;Bosque;ACI;2995,52;;;;;
CLARO03__0__20210411_050813.wav;050813.wav;05;5;Bosque;ACI;3127,46;;;;;
CLARO03__0__20210411_071813.wav;071813.wav;07;7;Bosque;ACI;3039,47;;;;;
CLARO03__0__20210411_092813.wav;092813.wav;09;9;Bosque;ACI;3050,87;;;;;
CLARO03__0__20210411_113813.wav;113813.wav;11;11;Bosque;ACI;3077,04;;;;;
CLARO03__0__20210411_134813.wav;134813.wav;13;13;Bosque;ACI;3008,24;;;;;
CLARO03__0__20210411_155813.wav;155813.wav;15;15;Bosque;ACI;3015,56;;;;;
CLARO03__0__20210411_180813.wav;180813.wav;18;18;Bosque;ACI;3012,32;;;;;
CLARO03__0__20210411_201813.wav;201813.wav;20;20;Bosque;ACI;2970,79;;;;;
CLARO03__0__20210411_222813.wav;222813.wav;22;22;Bosque;ACI;2988,08;;;;;
CLARO03__0__20210412_003813.wav;003813.wav;00;0;Bosque;ACI;2982,24;;;;;
CLARO03__0__20210412_024813.wav;024813.wav;02;2;Bosque;ACI;3020,44;;;;;
CLARO03__0__20210412_045813.wav;045813.wav;04;4;Bosque;ACI;3483,38;;;;;
CLARO03__0__20210412_070813.wav;070813.wav;07;7;Bosque;ACI;3022,35;;;;;
CLARO03__0__20210412_091813.wav;091813.wav;09;9;Bosque;ACI;3084,88;;;;;
CLARO03__0__20210412_112813.wav;112813.wav;11;11;Bosque;ACI;2979,38;;;;;
CLARO03__0__20210412_133813.wav;133813.wav;13;13;Bosque;ACI;3002,35;;;;;
CLARO03__0__20210412_154813.wav;154813.wav;15;15;Bosque;ACI;3033,73;;;;;
CLARO03__0__20210412_175813.wav;175813.wav;17;17;Bosque;ACI;3026,41;;;;;
CLARO03__0__20210412_200813.wav;200813.wav;20;20;Bosque;ACI;2995,89;;;;;
CLARO03__0__20210412_221813.wav;221813.wav;22;22;Bosque;ACI;2974,91;;;;;
CLARO03__0__20210413_002813.wav;002813.wav;00;0;Bosque;ACI;2979,84;;;;;
CLARO03__0__20210413_023813.wav;023813.wav;02;2;Bosque;ACI;2991,70;;;;;
CLARO03__0__20210413_044813.wav;044813.wav;04;4;Bosque;ACI;3124,82;;;;;
CLARO03__0__20210413_065813.wav;065813.wav;06;6;Bosque;ACI;3047,02;;;;;
